#左右：手環 手臂 短褲 長褲
#中間：帽子 上半衣服 下半衣服
#   格式
#   時間 [] [] [] [] [] [] []
#   有幾人就要有多少個陣列
#   每個陣列用空格分開
#   如果當下這個人沒有要做開關切換就維持陣列為空
#   0 : 關閉
#   1 : 紅
#   2 : 橙
#   3 : 黃
#   4 : 綠
#   5 : 藍
#   6 : 紫
#   7 : 白
#   [0上半衣服 1下半衣服 2帽子  3左手環 4右手環 5左手臂 6右手臂 7左短褲 8右短褲 9左長褲 10右長褲]

#1.25 [0,1,2,1,0,2,1,2,3,1,2] [3,5,3,2,3,2,2,3,3,2,2] [3,4,5,1,1,2,3,3,3,2,4]
#2.25 [0,1,2,1,0,2,1,2,3,1,2] [3,5,3,2,3,2,2,3,3,2,2] [3,4,5,1,1,2,3,3,3,2,4]
#3.25 [0,1,2,1,0,2,1,2,3,1,3] [3,5,3,2,3,2,2,3,3,2,2] [3,4,5,1,1,2,3,3,3,2,4]

00.33.262	[1,1,1,1,1,1,1,1,1,1,1] [1,1,1,1,1,1,1,1,1,1,1] [1,1,1,1,1,1,1,1,1,1,1]
00.33.692	[0,0,0,0,0,0,0,0,0,0,0] [0,0,0,0,0,0,0,0,0,0,0] [0,0,0,0,0,0,0,0,0,0,0]
00.34.122	[1,1,1,1,1,1,1,1,1,1,1] [1,1,1,1,1,1,1,1,1,1,1] [1,1,1,1,1,1,1,1,1,1,1]
00.34.552	[0,0,0,0,0,0,0,0,0,0,0] [0,0,0,0,0,0,0,0,0,0,0] [0,0,0,0,0,0,0,0,0,0,0]
00.34.982	[1,1,1,1,1,1,1,1,1,1,1] [1,1,1,1,1,1,1,1,1,1,1] [1,1,1,1,1,1,1,1,1,1,1]
00.35.413	[7,7,7,7,7,7,7,7,7,7,7] [7,7,7,7,7,7,7,7,7,7,7] [7,7,7,7,7,7,7,7,7,7,7] 

00.36.338	[6,6,6,6,6,6,6,6,6,6,6] [6,6,6,6,6,6,6,6,6,6,6] [6,6,6,6,6,6,6,6,6,6,6]
00.36.798	[0,0,0,0,0,0,0,0,0,0,0] [0,0,0,0,0,0,0,0,0,0,0] [0,0,0,0,0,0,0,0,0,0,0]
00.37.258	[6,6,6,6,6,6,6,6,6,6,6] [6,6,6,6,6,6,6,6,6,6,6] [6,6,6,6,6,6,6,6,6,6,6]
00.37.718	[0,0,0,0,0,0,0,0,0,0,0] [0,0,0,0,0,0,0,0,0,0,0] [0,0,0,0,0,0,0,0,0,0,0]
00.38.178	[6,6,6,6,6,6,6,6,6,6,6] [6,6,6,6,6,6,6,6,6,6,6] [6,6,6,6,6,6,6,6,6,6,6]
00.38.637	[0,0,0,0,0,0,0,0,0,0,0] [0,0,0,0,0,0,0,0,0,0,0] [0,0,0,0,0,0,0,0,0,0,0]

00.39.103	[7,7,7,7,7,7,7,5,5,5,5] [5,5,5,5,5,5,5,7,7,7,7] [7,7,7,7,7,7,7,5,5,5,5]
00.39.544	[7,7,7,7,7,7,7,5,5,5,5] [5,5,5,5,5,5,5,7,7,7,7] [7,7,7,7,7,7,7,5,5,5,5]
00.39.984	[5,5,5,5,5,5,5,7,7,7,7] [7,7,7,7,7,7,7,5,5,5,5] [5,5,5,5,5,5,5,7,7,7,7]
00.40.426	[7,7,7,7,7,7,7,5,5,5,5] [5,5,5,5,5,5,5,7,7,7,7] [7,7,7,7,7,7,7,5,5,5,5]
00.40.867	[5,5,5,5,5,5,5,7,7,7,7] [7,7,7,7,7,7,7,5,5,5,5] [5,5,5,5,5,5,5,7,7,7,7]
00.41.307	[7,7,7,7,7,7,7,5,5,5,5] [5,5,5,5,5,5,5,7,7,7,7] [7,7,7,7,7,7,7,5,5,5,5]
00.41.749	[5,5,5,5,5,5,5,7,7,7,7] [7,7,7,7,7,7,7,5,5,5,5] [5,5,5,5,5,5,5,7,7,7,7]
00.42.190	[7,7,7,7,7,7,7,5,5,5,5] [5,5,5,5,5,5,5,7,7,7,7] [7,7,7,7,7,7,7,5,5,5,5]
00.42.631	[5,5,5,5,5,5,5,7,7,7,7] [7,7,7,7,7,7,7,5,5,5,5] [5,5,5,5,5,5,5,7,7,7,7]
00.43.072	[7,7,7,7,7,7,7,5,5,5,5] [5,5,5,5,5,5,5,7,7,7,7] [7,7,7,7,7,7,7,5,5,5,5]
00.43.513	[5,5,5,5,5,5,5,7,7,7,7] [7,7,7,7,7,7,7,5,5,5,5] [5,5,5,5,5,5,5,7,7,7,7]
00.43.954	[7,7,7,7,7,7,7,5,5,5,5] [5,5,5,5,5,5,5,7,7,7,7] [7,7,7,7,7,7,7,5,5,5,5]
00.44.395	[5,5,5,5,5,5,5,7,7,7,7] [7,7,7,7,7,7,7,5,5,5,5] [5,5,5,5,5,5,5,7,7,7,7]
00.44.835	[7,7,7,7,7,7,7,5,5,5,5] [5,5,5,5,5,5,5,7,7,7,7] [7,7,7,7,7,7,7,5,5,5,5]
00.45.277	[5,5,5,5,5,5,5,7,7,7,7] [7,7,7,7,7,7,7,5,5,5,5] [5,5,5,5,5,5,5,7,7,7,7]
00.45.718	[7,7,7,7,7,7,7,5,5,5,5] [5,5,5,5,5,5,5,7,7,7,7] [7,7,7,7,7,7,7,5,5,5,5]
00.46.158	[5,5,5,5,5,5,5,7,7,7,7] [7,7,7,7,7,7,7,5,5,5,5] [5,5,5,5,5,5,5,7,7,7,7]
00.46.600	[7,7,7,7,7,7,7,5,5,5,5] [5,5,5,5,5,5,5,7,7,7,7] [7,7,7,7,7,7,7,5,5,5,5]
00.47.041	[5,5,5,5,5,5,5,7,7,7,7] [7,7,7,7,7,7,7,5,5,5,5] [5,5,5,5,5,5,5,7,7,7,7]

00.47.479	[7,7,7,7,7,7,7,7,7,7,7] [5,5,5,5,5,5,5,5,5,5,5] [7,7,7,7,7,7,7,7,7,7,7]
00.47.935	[5,5,5,5,5,5,5,5,5,5,5] [7,7,7,7,7,7,7,7,7,7,7] [5,5,5,5,5,5,5,5,5,5,5]
00.48.390	[7,7,7,7,7,7,7,7,7,7,7] [5,5,5,5,5,5,5,5,5,5,5] [7,7,7,7,7,7,7,7,7,7,7]
00.48.847	[5,5,5,5,5,5,5,5,5,5,5] [7,7,7,7,7,7,7,7,7,7,7] [5,5,5,5,5,5,5,5,5,5,5]
00.49.302	[7,7,7,7,7,7,7,7,7,7,7] [5,5,5,5,5,5,5,5,5,5,5] [7,7,7,7,7,7,7,7,7,7,7]
00.49.759	[5,5,5,5,5,5,5,5,5,5,5] [7,7,7,7,7,7,7,7,7,7,7] [5,5,5,5,5,5,5,5,5,5,5]
00.50.214	[7,7,7,7,7,7,7,7,7,7,7] [5,5,5,5,5,5,5,5,5,5,5] [7,7,7,7,7,7,7,7,7,7,7]
00.50.670	[5,5,5,5,5,5,5,5,5,5,5] [7,7,7,7,7,7,7,7,7,7,7] [5,5,5,5,5,5,5,5,5,5,5]
00.51.127	[7,7,7,7,7,7,7,7,7,7,7] [5,5,5,5,5,5,5,5,5,5,5] [7,7,7,7,7,7,7,7,7,7,7]
00.51.582	[5,5,5,5,5,5,5,5,5,5,5] [7,7,7,7,7,7,7,7,7,7,7] [5,5,5,5,5,5,5,5,5,5,5]
00.52.039	[7,7,7,7,7,7,7,7,7,7,7] [5,5,5,5,5,5,5,5,5,5,5] [7,7,7,7,7,7,7,7,7,7,7]
00.52.494	[5,5,5,5,5,5,5,5,5,5,5] [7,7,7,7,7,7,7,7,7,7,7] [5,5,5,5,5,5,5,5,5,5,5]
00.52.952	[0,0,0,0,0,0,0,0,0,0,0] [0,0,0,0,0,0,0,0,0,0,0] [0,0,0,0,0,0,0,0,0,0,0] 

00.53.845	[0,0,0,0,0,0,0,0,0,0,0] [0,0,0,0,0,0,0,0,0,0,0] [1,1,1,1,1,1,1,1,1,1,1] 
00.54.113	[0,0,0,0,0,0,0,0,0,0,0] [1,1,1,1,1,1,1,1,1,1,1] [1,1,1,1,1,1,1,1,1,1,1] 
00.54.345	[1,1,1,1,1,1,1,1,1,1,1] [1,1,1,1,1,1,1,1,1,1,1] [1,1,1,1,1,1,1,1,1,1,1] 

00.54.797	[6,7,2,6,6,6,6,5,5,5,5] [0,0,0,0,0,0,0,0,0,0,0] [6,7,2,6,6,6,6,5,5,5,5]
00.55.226	[0,0,0,0,0,0,0,0,0,0,0] [6,7,2,6,6,6,6,5,5,5,5] [0,0,0,0,0,0,0,0,0,0,0]
00.55.656	[6,7,2,6,6,6,6,5,5,5,5] [0,0,0,0,0,0,0,0,0,0,0] [6,7,2,6,6,6,6,5,5,5,5]
00.56.086	[0,0,0,0,0,0,0,0,0,0,0] [6,7,2,6,6,6,6,5,5,5,5] [0,0,0,0,0,0,0,0,0,0,0]
00.56.516	[6,7,2,6,6,6,6,5,5,5,5] [0,0,0,0,0,0,0,0,0,0,0] [6,7,2,6,6,6,6,5,5,5,5]
00.56.946	[0,0,0,0,0,0,0,0,0,0,0] [6,7,2,6,6,6,6,5,5,5,5] [0,0,0,0,0,0,0,0,0,0,0]
00.57.376	[6,7,2,6,6,6,6,5,5,5,5] [0,0,0,0,0,0,0,0,0,0,0] [6,7,2,6,6,6,6,5,5,5,5]
00.57.806	[0,0,0,0,0,0,0,0,0,0,0] [6,7,2,6,6,6,6,5,5,5,5] [0,0,0,0,0,0,0,0,0,0,0]
00.58.236	[6,7,2,6,6,6,6,5,5,5,5] [0,0,0,0,0,0,0,0,0,0,0] [6,7,2,6,6,6,6,5,5,5,5]
00.58.666	[0,0,0,0,0,0,0,0,0,0,0] [6,7,2,6,6,6,6,5,5,5,5] [0,0,0,0,0,0,0,0,0,0,0]
00.59.096	[6,7,2,6,6,6,6,5,5,5,5] [0,0,0,0,0,0,0,0,0,0,0] [6,7,2,6,6,6,6,5,5,5,5]
00.59.527	[0,0,0,0,0,0,0,0,0,0,0] [6,7,2,6,6,6,6,5,5,5,5] [0,0,0,0,0,0,0,0,0,0,0]
00.59.956	[6,7,2,6,6,6,6,5,5,5,5] [0,0,0,0,0,0,0,0,0,0,0] [6,7,2,6,6,6,6,5,5,5,5]
01.00.387	[0,0,0,0,0,0,0,0,0,0,0] [6,7,2,6,6,6,6,5,5,5,5] [0,0,0,0,0,0,0,0,0,0,0]
01.00.816	[6,7,2,6,6,6,6,5,5,5,5] [0,0,0,0,0,0,0,0,0,0,0] [6,7,2,6,6,6,6,5,5,5,5]
01.01.246	[0,0,0,0,0,0,0,0,0,0,0] [6,7,2,6,6,6,6,5,5,5,5] [0,0,0,0,0,0,0,0,0,0,0]
01.01.676	[6,7,2,6,6,6,6,5,5,5,5] [0,0,0,0,0,0,0,0,0,0,0] [6,7,2,6,6,6,6,5,5,5,5]
01.02.106	[0,0,0,0,0,0,0,0,0,0,0] [6,7,2,6,6,6,6,5,5,5,5] [0,0,0,0,0,0,0,0,0,0,0]

01.02.100	[6,7,2,6,6,6,6,0,0,0,0] [0,0,0,0,0,0,0,5,5,5,5] [6,7,2,6,6,6,6,0,0,0,0]
01.02.569	[0,0,0,0,0,0,0,5,5,5,5] [6,7,2,6,6,6,6,0,0,0,0] [0,0,0,0,0,0,0,5,5,5,5]
01.03.038	[6,7,2,6,6,6,6,0,0,0,0] [0,0,0,0,0,0,0,5,5,5,5] [6,7,2,6,6,6,6,0,0,0,0]
01.03.507	[0,0,0,0,0,0,0,5,5,5,5] [6,7,2,6,6,6,6,0,0,0,0] [0,0,0,0,0,0,0,5,5,5,5]
01.03.975	[6,7,2,6,6,6,6,0,0,0,0] [0,0,0,0,0,0,0,5,5,5,5] [6,7,2,6,6,6,6,0,0,0,0]
01.04.445	[0,0,0,0,0,0,0,5,5,5,5] [6,7,2,6,6,6,6,0,0,0,0] [0,0,0,0,0,0,0,5,5,5,5]
01.04.914	[6,7,2,6,6,6,6,0,0,0,0] [0,0,0,0,0,0,0,5,5,5,5] [6,7,2,6,6,6,6,0,0,0,0]
01.05.382	[0,0,0,0,0,0,0,5,5,5,5] [6,7,2,6,6,6,6,0,0,0,0] [0,0,0,0,0,0,0,5,5,5,5]
01.05.852	[6,7,2,6,6,6,6,0,0,0,0] [0,0,0,0,0,0,0,5,5,5,5] [6,7,2,6,6,6,6,0,0,0,0]
01.06.320	[0,0,0,0,0,0,0,5,5,5,5] [6,7,2,6,6,6,6,0,0,0,0] [0,0,0,0,0,0,0,5,5,5,5]
01.06.790	[6,7,2,6,6,6,6,0,0,0,0] [0,0,0,0,0,0,0,5,5,5,5] [6,7,2,6,6,6,6,0,0,0,0]
01.07.259	[0,0,0,0,0,0,0,5,5,5,5] [6,7,2,6,6,6,6,0,0,0,0] [0,0,0,0,0,0,0,5,5,5,5]
01.07.722	[6,7,2,6,6,6,6,5,5,5,5] [6,7,2,6,6,6,6,5,5,5,5] [6,7,2,6,6,6,6,5,5,5,5] 
